"ID" "joined"
124309375 2016-09-06
83824904 2015-06-12
144115261 2016-03-18
127790063 2015-08-08
65091225 2015-07-07
164212684 2015-09-08
90350760 2016-08-31
187450996 2016-09-28
180804544 2016-09-28
139970591 2015-06-29
190451986 2015-12-09
139210917 2016-09-21
89037412 2016-04-03
142087333 2016-09-18
92065570 2015-06-13
193818253 2015-09-08
59784732 2015-10-01
184135124 2016-01-10
166825423 2015-12-25
118566440 2015-09-19
100990942 2015-06-12
85763113 2016-05-07
117204073 2016-09-18
113122114 2015-06-30
195862706 2015-06-12
106164536 2016-09-26
69694193 2015-06-13
194241808 2016-05-10
176236824 2015-06-15
118966860 2016-04-03
189044562 2016-04-03
143567405 2015-06-16
68874128 2016-06-07
68379822 2015-06-12
166965848 2016-05-09
98141324 2016-07-24
191705933 2016-10-05
152404614 2016-09-30
82546550 2016-03-31
142874230 2016-07-29
161189797 2016-06-01
61044087 2015-11-27
109768368 2015-12-02
158984958 2015-06-22
131769554 2015-07-13
57717866 2015-12-16
57109178 2016-02-22
140636549 2016-02-10
138878951 2015-08-10
163199439 2016-05-10
196630732 2016-05-09
117922660 2016-05-17
128664144 2016-02-03
51302331 2016-09-02
73521618 2015-11-23
84603101 2016-05-07
185447828 2015-07-01
100526670 2016-06-23
113921606 2016-06-08
68532716 2016-05-29
80107714 2016-02-08
194981509 2016-09-25
109098304 2016-05-18
72617882 2016-08-24
94251408 2015-06-14
168232263 2016-09-22
82600472 2016-03-04
59532039 2016-05-09
80538496 2016-09-26
127828430 2016-08-21
166025462 2016-02-29
135852965 2015-07-10
58676866 2016-05-07
51901506 2015-06-11
192916187 2015-09-28
163818905 2016-02-16
80067437 2015-09-01
179129219 2016-04-03
180114411 2015-11-18
74535210 2015-06-21
72912973 2016-10-05
103738269 2016-09-25
135555068 2015-10-05
182408653 2016-09-20
103806401 2016-03-19
115625342 2016-08-01
195576454 2016-03-07
169652173 2016-10-10
149436253 2015-12-17
62604118 2016-08-06
183784435 2015-10-27
108466774 2015-10-06
120609130 2016-03-12
169351895 2016-04-03
97529346 2015-08-26
104075873 2015-12-17
169618863 2016-03-21
104830043 2016-10-01
131782044 2016-02-14
67291492 2016-05-08
101507916 2015-06-14
175341175 2016-03-07
134756959 2016-07-21
181809368 2016-05-22
85997057 2016-08-19
93719639 2016-09-09
75071122 2015-12-07
69571978 2016-05-30
64258880 2015-06-15
68207056 2016-08-23
52081984 2016-03-09
65880257 2015-06-24
139828604 2016-08-19
60113606 2015-11-24
158561897 2016-09-07
123743688 2016-09-17
159167961 2016-04-13
59630611 2015-10-20
105039120 2015-06-14
131123830 2015-11-13
124334416 2016-07-16
177692644 2016-10-05
61748539 2015-06-18
198610483 2016-04-18
159023316 2016-02-04
55566223 2016-01-03
86779142 2016-02-27
91508399 2015-10-18
199817093 2016-08-30
50928766 2016-03-22
115257415 2016-05-20
192968790 2016-09-26
63697387 2016-05-15
168666031 2015-09-21
76731667 2015-06-12
91156474 2016-03-07
167349372 2015-08-01
90042527 2016-09-29
70740720 2016-10-10
81920725 2016-08-27
110324910 2016-01-11
189533153 2016-03-11
71860148 2016-09-22
73704453 2015-10-07
92074772 2015-09-10
147330305 2016-02-20
100380026 2015-11-09
133993090 2015-11-14
73236566 2016-08-06
140459706 2015-09-14
124246673 2015-11-12
176187699 2016-09-18
117252377 2016-04-12
78870416 2016-04-16
154026015 2016-01-26
90703223 2016-05-17
94467865 2016-09-20
114660709 2015-06-13
72778856 2016-05-08
140963798 2016-05-19
63794712 2016-02-18
129267072 2016-03-12
56803975 2015-10-10
64620768 2016-05-07
85811524 2015-06-18
123992217 2016-01-31
74668051 2016-03-04
131708834 2015-09-17
50892453 2016-05-16
153057788 2016-10-09
66039644 2016-09-23
68586083 2015-11-30
156972918 2015-11-24
137742988 2016-03-18
70395123 2016-02-24
56558983 2016-07-26
161451751 2015-07-11
199526548 2016-04-11
163559160 2015-06-13
86865997 2016-02-03
79413137 2016-08-24
98044752 2016-03-11
132966094 2015-08-13
138399362 2015-09-09
185199601 2016-09-29
118243978 2015-09-01
134709668 2016-04-12
66877730 2016-03-04
172818050 2015-09-13
143271925 2015-09-24
80360311 2015-11-27
50428544 2016-08-04
50654322 2015-06-12
179374519 2016-08-21
199040608 2015-06-10
63598391 2015-10-18
181984225 2015-11-15
173706768 2016-09-13
159458572 2016-01-20
107028183 2015-10-07
114613146 2015-06-22
197399410 2015-06-12
116693867 2015-07-23
161465283 2016-09-26
156520207 2016-05-21
139977783 2016-04-03
70480652 2016-02-05
74904777 2016-06-13
133040078 2015-09-02
197059954 2015-09-15
136660737 2015-08-02
87117578 2015-08-30
156339597 2015-09-09
52815672 2016-05-17
146709022 2015-08-22
125823028 2016-04-04
63665436 2016-04-11
156085842 2016-01-19
141607940 2015-07-29
107793797 2015-11-14
168054688 2016-05-23
126298171 2015-06-12
164615088 2016-06-23
70461546 2016-04-26
198133544 2015-06-21
148910454 2015-10-25
103531809 2016-01-12
160932940 2016-03-20
129811494 2016-03-16
116915009 2016-09-17
79641162 2016-08-02
138897957 2016-02-03
55815079 2016-09-28
130454812 2016-07-31
188444967 2016-02-29
186630051 2016-05-06
50984553 2015-11-26
53434684 2015-09-29
143966035 2016-09-29
73600254 2016-03-10
192449613 2015-06-14
130900127 2016-06-28
75676952 2016-10-07
166599861 2015-10-25
190314622 2016-05-09
95617782 2015-06-12
172686818 2015-11-15
62634190 2015-09-17
126953895 2015-06-29
99897330 2016-01-14
81972202 2016-10-04
122453070 2016-04-04
109250880 2015-09-10
51126209 2016-04-14
53339834 2016-05-15
129768502 2015-11-27
157044636 2016-09-23
58302782 2016-07-11
87518219 2015-11-13
71823601 2016-08-02
136542417 2016-07-20
72653037 2015-06-12
173721588 2016-09-16
164076180 2016-01-08
91528100 2015-09-09
103735309 2015-10-22
168859449 2016-02-22
183873558 2016-03-16
125029711 2016-09-30
66759100 2016-09-03
107060437 2015-12-30
137883318 2015-07-13
186922619 2016-01-06
67882905 2016-04-10
136386529 2015-08-11
81715000 2016-07-20
127506400 2016-03-10
170510386 2015-09-29
175334459 2016-05-29
184506578 2015-12-15
76763302 2016-07-15
56584806 2016-06-02
163361308 2015-08-12
61618667 2016-03-08
102915707 2015-09-28
99183768 2015-06-12
77427395 2016-06-20
171868511 2015-08-18
64099940 2015-09-21
160217218 2016-04-22
110766551 2016-05-20
118456204 2016-09-29
147822338 2016-03-23
58292639 2016-08-19
87577766 2016-08-19
159750570 2015-08-05
179496832 2016-07-03
192104257 2016-02-24
159393164 2016-05-17
52631551 2015-06-12
181789800 2016-03-05
190792120 2016-01-22
129451876 2016-03-10
111213318 2015-12-14
176879267 2016-02-12
73398641 2015-11-29
184906816 2016-08-05
76243671 2015-07-19
51395524 2015-11-28
114875728 2015-11-06
114066725 2015-08-22
171058059 2016-08-16
130271246 2016-05-10
133674909 2016-05-13
91101126 2015-09-08
78867989 2016-06-12
173885387 2016-08-05
166215148 2016-01-24
107802335 2015-11-02
73455110 2016-04-20
167991627 2016-04-03
110364914 2015-06-12
87608554 2015-10-14
167668570 2016-05-15
175730961 2015-07-03
156052607 2016-04-24
156445422 2016-05-30
153839696 2016-08-22
139757595 2016-06-03
60544123 2016-07-01
119631288 2016-07-07
143896618 2015-06-12
166817069 2016-09-01
50514707 2016-06-21
182270052 2016-09-21
190928841 2016-04-23
174557115 2016-05-07
68024183 2015-11-19
161005507 2015-08-04
135047717 2016-07-18
91136310 2015-08-25
94960566 2016-05-08
98180435 2015-11-07
147211691 2016-09-29
93794010 2015-11-24
199335330 2016-09-06
54565858 2015-06-17
94374245 2015-10-24
122417752 2016-08-18
56264267 2016-05-10
146527646 2015-09-02
140692741 2016-06-07
180614482 2016-05-03
99629402 2016-01-25
139391117 2016-03-09
98726091 2016-05-09
162657962 2016-03-14
151780806 2015-11-27
60876414 2016-08-22
105363564 2015-11-04
140136871 2016-06-07
168732663 2015-06-12
173323917 2016-06-03
124498732 2016-06-06
130575052 2016-08-03
119469786 2016-09-09
103637304 2016-05-05
96885370 2016-03-15
73663829 2016-06-28
73396085 2016-10-03
176634355 2016-07-12
166032064 2016-10-08
153733174 2016-07-27
152901913 2016-03-22
76136443 2016-04-28
153596628 2016-09-22
163509234 2015-08-13
139848492 2015-11-20
169028544 2016-04-08
58117383 2016-02-04
127952740 2016-02-11
168699058 2015-08-13
130240498 2015-06-12
183110713 2015-07-27
88845875 2016-06-04
66113851 2016-09-03
128373617 2016-02-15
99006428 2015-09-30
177506908 2016-03-01
81072802 2016-03-23
83849366 2015-10-05
99184167 2016-03-03
66562365 2016-10-06
95307132 2016-09-30
133180934 2016-04-15
126058723 2016-09-07
172854135 2016-05-10
199781904 2015-08-22
152644816 2015-07-07
102935237 2016-04-22
146652292 2016-02-08
182073282 2016-06-08
169376890 2015-06-16
52125881 2015-06-21
174970405 2016-02-14
103816597 2016-09-12
123210636 2015-08-19
116971827 2016-10-04
122575932 2016-09-09
84315955 2016-03-05
111713099 2016-01-27
52755186 2015-12-01
74503527 2016-04-15
145907297 2016-06-09
154408405 2016-07-04
100365666 2016-04-08
174806549 2016-05-23
114314252 2016-03-07
157252888 2015-09-09
164658504 2015-10-29
123954256 2016-03-16
101906361 2016-07-06
125269896 2016-07-27
126280768 2015-11-10
173447384 2015-09-07
127605790 2016-04-03
119547970 2015-06-14
146284803 2015-09-04
65630083 2016-02-07
197189211 2015-06-12
148981439 2015-12-27
169067990 2016-05-18
86259680 2015-09-27
130092877 2015-11-23
65353227 2015-11-25
185461038 2016-10-03
121278632 2016-09-13
96341061 2016-09-09
54600278 2016-05-23
136065074 2016-05-10
139417042 2016-06-14
190796181 2016-08-21
86172918 2016-05-17
86273331 2016-05-10
95970789 2016-08-24
87250914 2016-07-25
84522304 2015-07-21
102380889 2015-06-29
170884226 2015-09-17
118247380 2016-09-17
58577554 2016-09-27
183484654 2015-11-02
177961813 2016-05-27
139085137 2016-03-11
88365084 2015-11-13
138675855 2016-02-25
143754181 2015-07-10
83460315 2015-06-25
122907682 2015-07-16
58560935 2016-01-12
178478563 2015-08-18
176461872 2016-09-25
94258155 2016-03-30
101960893 2015-10-04
86649780 2016-08-20
59347807 2016-02-04
189950985 2016-06-30
62778660 2016-09-26
60914465 2016-08-20
159725199 2015-06-14
55589118 2015-08-23
81341662 2015-06-11
58043019 2016-03-01
52850146 2015-10-21
175981522 2016-02-05
131265918 2016-05-24
144836485 2016-10-07
169439996 2016-08-13
103131649 2015-06-19
78502342 2016-07-04
89637701 2016-05-16
67972893 2016-01-11
176366855 2015-08-12
117527902 2016-04-22
175428181 2016-09-17
96764839 2015-06-12
117360602 2016-04-23
135051676 2016-02-17
140381968 2015-12-09
77479860 2015-06-14
181980502 2015-10-22
184971116 2016-03-05
99406763 2016-07-03
126279611 2015-06-12
76372714 2015-08-13
132250072 2015-09-15
185028654 2016-09-14
65680601 2016-10-08
128803502 2015-08-11
117540951 2015-09-09
148140550 2016-02-12
74803246 2016-09-30
176133406 2016-10-08
103602190 2015-11-10
176185894 2015-06-19
134991945 2015-07-12
185050309 2015-06-14
68321498 2015-12-01
181983090 2015-09-01
132130201 2016-05-24
154448621 2015-07-20
71091650 2016-09-22
137427584 2016-07-16
181754323 2016-04-29
142611075 2016-08-05
117571620 2015-12-07
199712211 2016-08-19
193546061 2015-10-04
119702307 2015-06-13
111477148 2015-11-06
191772400 2015-07-20
60344129 2016-05-22
179916956 2015-08-12
159196512 2015-08-17
50621798 2016-05-18
80333048 2016-05-18
147110762 2015-11-06
105443839 2016-07-04
105867581 2016-04-22
131180733 2016-05-20
118744951 2015-10-28
128503456 2015-06-15
73059860 2015-09-28
157509234 2016-01-25
144948117 2016-03-08
64229282 2016-08-08
66949521 2016-03-16
91044905 2015-08-27
145800412 2015-10-25
78939166 2015-07-13
166032263 2016-01-29
160261613 2016-01-21
116639510 2016-04-19
91466471 2016-09-29
95564672 2016-05-14
137868973 2015-08-22
192243145 2016-07-08
118007391 2016-03-23
182418450 2016-03-17
161083214 2016-05-08
111106777 2016-05-15
198061709 2016-09-30
198453062 2016-07-02
124475054 2016-03-14
101906887 2016-09-25
107023671 2015-11-01
100127485 2016-05-04
163810344 2016-04-06
76977210 2016-10-04
71854734 2015-11-26
54091081 2016-09-27
52665846 2015-07-17
171205275 2015-12-01
60557757 2016-09-04
116323860 2015-12-11
161777663 2016-07-05
162448028 2015-11-08
96004551 2016-02-12
116987684 2016-09-21
170610661 2016-05-20
191809727 2016-10-09
183150024 2016-04-15
62321226 2015-06-16
183502542 2015-06-11
65204650 2016-08-13
50670177 2016-04-17
199490658 2015-10-29
196972739 2015-08-07
79537405 2016-04-20
174340761 2016-09-30
94679431 2015-07-18
136578428 2016-05-09
187980305 2016-01-06
86951059 2016-03-10
197385816 2016-04-23
181552040 2016-07-14
166543407 2015-11-26
76173770 2016-06-29
157959528 2016-04-22
79947656 2016-05-10
140110452 2015-10-30
176943546 2016-09-06
58219816 2016-03-02
91398470 2016-02-23
170461355 2016-05-23
182579796 2016-06-06
152902167 2015-10-15
92838557 2015-10-12
171843475 2015-10-07
186052436 2016-06-30
67796443 2016-05-09
100448839 2016-07-03
180205528 2016-07-04
173421210 2016-09-19
138060028 2016-08-30
161100926 2015-07-30
116613660 2016-10-02
150725093 2016-08-09
199033419 2016-09-04
124167420 2016-06-20
82143279 2015-07-14
83902805 2015-09-11
109801262 2015-06-29
198863253 2016-01-24
125527734 2016-08-23
109680943 2016-04-26
74152607 2016-09-20
199123219 2016-09-07
105596657 2016-09-27
155784986 2016-05-25
184392971 2016-05-04
195160721 2016-05-17
163886481 2015-11-26
83733735 2015-09-08
99628089 2016-05-07
51003974 2016-05-18
71831378 2016-05-07
81546961 2016-06-19
60207296 2016-10-06
180625489 2016-09-20
79543848 2016-03-09
88982519 2016-08-01
121423280 2016-01-09
167596231 2016-03-16
119944066 2016-03-22
98775198 2015-07-21
100262308 2016-09-30
66990230 2016-05-03
188144924 2015-07-06
110138642 2016-02-07
141323438 2016-06-04
150538776 2016-06-22
182886919 2016-03-10
144707754 2015-08-17
64835473 2015-12-13
129722771 2016-03-19
74991879 2015-09-13
112897636 2015-06-12
132149686 2016-03-26
134669123 2015-06-12
111559003 2016-08-19
66792522 2015-08-14
54017247 2016-07-25
96712005 2016-03-17
116184608 2015-06-13
81106618 2016-07-11
121922423 2016-09-30
148419987 2015-09-08
73055364 2016-01-20
161831395 2015-11-20
183376200 2016-01-20
176511169 2015-09-09
139895763 2015-07-20
179273957 2016-06-20
118481017 2015-06-30
134693474 2016-09-05
72121613 2016-05-29
90971104 2016-09-15
105710981 2016-01-29
147669713 2016-08-05
186081439 2016-08-01
75271964 2015-11-15
120623990 2015-12-27
191400333 2015-11-25
72541001 2015-11-19
116534823 2016-03-31
136211916 2015-10-14
109448016 2016-06-02
179336810 2016-08-25
158030619 2016-09-26
114120787 2015-11-24
180795159 2016-09-26
165822452 2016-10-09
51712399 2015-09-05
104711121 2015-07-10
154805495 2016-09-21
102062736 2015-08-23
69109088 2016-02-01
61496445 2016-10-08
105474369 2015-06-11
62749475 2016-05-27
124251647 2015-12-15
191251537 2015-09-15
142851016 2016-05-07
124825314 2016-05-08
171483257 2016-02-08
193489232 2016-05-01
75418138 2015-07-20
192497424 2015-08-23
100923491 2015-09-01
176928482 2016-05-08
184189646 2016-05-31
140553664 2016-05-20
169944928 2015-06-12
190906248 2015-12-03
195714222 2015-06-15
51937180 2016-03-12
165970154 2015-09-09
100511194 2015-09-13
168908197 2016-05-09
170330619 2016-02-02
160883280 2016-06-09
180135743 2015-06-15
77367751 2016-03-18
136139713 2016-09-29
195264459 2016-01-12
50414994 2016-04-05
55281097 2015-08-18
121325599 2016-03-07
143234530 2015-12-26
153617762 2016-04-04
143674513 2016-07-08
138946593 2015-10-18
170312683 2016-10-03
163344928 2015-07-18
93426241 2015-12-07
94623192 2016-10-07
86122733 2015-09-13
181556360 2015-12-06
54449359 2015-08-01
199341769 2016-02-08
117319335 2016-08-22
177105953 2016-04-03
132739136 2015-07-27
98222806 2016-10-06
69824907 2016-10-01
101328534 2015-09-27
93236010 2016-08-10
69995752 2016-06-07
91494455 2016-01-24
85538488 2015-12-02
129437481 2015-09-22
182734550 2015-10-10
107524904 2016-07-01
75005634 2015-10-16
178387009 2016-06-26
191076820 2016-05-11
109180691 2015-11-08
66436519 2015-12-09
154957903 2015-09-30
97827558 2015-06-12
191300304 2016-09-16
170427794 2015-08-24
136357871 2016-01-16
122096222 2016-05-11
125854500 2015-06-14
54921921 2016-02-16
78624248 2016-09-22
190531812 2016-10-07
171345842 2015-07-01
174240188 2016-04-03
179593977 2016-03-25
61380747 2016-03-28
167094199 2016-04-01
130245714 2016-04-01
109010344 2016-04-25
194265997 2016-06-04
156061756 2016-06-04
131461957 2016-06-04
51380616 2016-06-12
175317030 2016-06-18
176005421 2016-06-22
136742978 2016-06-25
189845553 2016-03-15
62785063 2016-09-21
83085885 2015-06-18
142739055 2015-06-14
178494040 2015-08-17
174505958 2016-03-10
171188388 2015-08-26
143513873 2016-07-15
183265346 2016-04-05
183844375 2016-02-21
157082172 2016-04-26
56187742 2016-02-06
195564994 2016-09-29
86495775 2016-03-25
127145670 2016-05-30
162136906 2016-09-12
143847044 2015-11-11
63626307 2016-08-31
56339642 2015-11-02
96862078 2015-06-15
149117726 2016-03-15
103277167 2016-04-29
134502535 2015-12-11
178180723 2015-11-23
155098646 2016-02-21
170606047 2016-02-29
66944340 2015-11-24
91159239 2016-09-18
180139055 2015-11-23
184303954 2016-09-27
63193634 2016-07-25
142356040 2015-07-19
109224380 2016-02-18
88515038 2016-06-09
188918299 2015-10-05
184634214 2015-08-09
103998923 2015-12-05
71419628 2016-09-01
176726737 2015-10-19
175374943 2016-04-27
127694682 2016-04-02
179493650 2015-10-18
158322521 2015-09-01
161409007 2015-12-02
105269203 2015-06-14
62756213 2016-10-05
95637593 2016-04-10
179165206 2016-04-11
74468024 2016-04-26
180840616 2016-03-02
109747407 2016-05-22
188948736 2015-08-08
177195431 2016-02-05
81247522 2016-05-10
89332940 2015-08-10
96883173 2015-09-02
83182015 2015-11-28
62636715 2015-06-28
60417085 2015-09-17
85772616 2016-08-27
71098863 2015-11-19
144724162 2016-09-27
179947409 2016-05-11
193737806 2016-05-15
81982737 2015-06-11
152902019 2016-04-05
185497554 2016-10-07
174662445 2016-01-14
139891490 2016-09-18
87247772 2016-03-03
151013060 2016-03-18
135125815 2015-08-23
53335410 2016-02-29
98757721 2016-09-06
152713296 2016-10-09
75966189 2015-08-12
156897900 2015-06-12
179728150 2016-09-25
66699202 2016-07-21
59015969 2016-06-30
119330102 2016-06-06
55558302 2015-12-07
193878986 2015-10-01
56755620 2016-09-01
114116191 2016-05-24
128756014 2016-09-24
119510200 2015-06-13
146708813 2016-05-17
86432311 2016-01-15
115571855 2015-07-17
90448462 2015-07-13
76718825 2016-10-06
179077001 2016-07-06
195080622 2016-06-01
171549266 2016-03-11
189259044 2016-09-23
149638437 2016-09-02
102500646 2016-05-11
198674842 2015-11-10
150754805 2015-08-28
109300544 2015-11-18
152999455 2015-06-16
167822496 2016-07-27
87757986 2015-09-02
79630213 2015-11-12
119305709 2016-03-16
140052206 2015-06-26
187178666 2016-06-02
58013604 2016-03-16
159289676 2016-09-09
138319679 2015-07-21
122388380 2016-10-07
177008498 2015-06-12
68545209 2015-08-21
135551756 2015-07-10
73085167 2015-10-30
105348103 2015-12-02
141945201 2016-07-03
89248302 2015-11-16
128213707 2016-02-12
168994774 2016-09-05
122227409 2015-09-19
128753859 2016-09-24
191669121 2015-08-22
161319305 2016-09-11
86288972 2015-07-27
165703887 2015-11-20
111159528 2016-06-15
69867233 2016-09-09
117184949 2015-06-23
161773274 2016-03-16
70348277 2016-04-29
82649280 2016-02-27
187830185 2016-09-30
122395495 2016-05-04
104852274 2016-03-06
167713187 2015-11-23
96412393 2016-09-28
118684918 2016-03-29
186041179 2016-09-06
167544276 2016-03-31
61986734 2016-05-21
88871884 2016-05-17
136209749 2016-07-11
189661620 2015-06-12
140554923 2016-07-16
100574926 2015-06-22
189755450 2015-06-17
55211705 2016-06-09
168816458 2016-08-18
159590471 2016-05-20
170270487 2016-06-05
50236611 2016-08-25
126098358 2015-08-19
98281848 2016-10-03
106959411 2016-06-15
179041946 2015-10-05
56845942 2016-03-30
114130883 2016-10-02
67957735 2015-11-18
50492366 2016-03-08
95192304 2016-09-17
138433339 2015-10-16
151652611 2016-04-05
136650801 2016-04-13
121054691 2016-05-09
142864829 2016-02-06
108872831 2016-10-03
124467902 2016-02-15
177440779 2016-03-28
185250668 2015-06-22
199877859 2016-04-26
130009533 2015-07-27
91056862 2016-10-06
139037476 2015-08-11
61953707 2015-08-14
89259501 2015-06-24
76831954 2016-05-22
144946197 2016-03-24
54873640 2016-03-19
170293422 2016-07-11
173899774 2015-11-17
61697602 2016-03-28
151822155 2015-08-12
69897675 2016-05-04
100713585 2016-02-12
145575474 2016-09-27
150628734 2016-04-14
196371546 2015-09-25
57998415 2016-03-08
88445087 2016-02-07
56579323 2015-09-21
85340878 2015-06-23
170723805 2016-03-02
79108519 2016-02-28
111965449 2015-10-09
155682218 2016-04-06
97321431 2016-03-07
138888292 2016-06-02
139248656 2015-12-02
198478483 2016-05-21
179668622 2015-07-23
50330723 2015-08-17
194641881 2015-10-04
58499134 2016-03-13
55513747 2016-05-17
164755077 2016-08-11
108452471 2015-07-06
167197324 2016-01-12
161003626 2016-03-31
164142951 2016-03-18
199441445 2016-03-10
148096933 2016-08-08
74069603 2015-12-08
147524082 2016-01-04
52292837 2016-09-19
106207951 2016-06-13
114652168 2015-06-26
147264349 2015-07-13
198370074 2015-12-19
112117749 2015-07-27
82141458 2015-09-06
53776930 2015-09-02
145116668 2015-09-19
69888749 2015-09-29
82852283 2016-07-03
95129150 2015-07-01
66920238 2016-02-12
110167014 2016-08-29
53051920 2016-09-22
57355816 2016-10-06
146686312 2016-01-26
58496635 2016-05-18
149350597 2016-09-21
81277564 2016-02-02
92120783 2016-07-14
71110103 2016-04-02
165803433 2015-08-27
65220427 2016-06-23
97060075 2015-06-11
118705772 2016-09-20
196904411 2016-07-09
138818913 2015-06-12
53213910 2016-07-11
194597444 2016-09-18
142437615 2015-09-08
127504669 2015-09-08
110734171 2016-08-29
51940156 2015-08-17
62347384 2016-05-10
118595600 2016-10-05
134536436 2015-12-11
69240932 2016-02-19
150974065 2015-11-15
180868844 2015-07-17
161080600 2016-05-04
196060094 2015-12-28
132075906 2015-06-14
177483346 2015-09-21
75293702 2015-06-10
186197587 2016-05-16
100829609 2015-09-29
144095049 2015-11-16
115101984 2016-08-17
143378968 2016-06-01
122340100 2016-05-31
117245184 2016-02-23
80859740 2016-07-16
54023413 2016-09-22
68613678 2016-10-08
141767321 2015-06-21
95734380 2015-06-10
195625543 2015-06-19
82942445 2016-05-07
132861011 2016-07-06
69811284 2015-11-26
148957929 2015-06-12
119722302 2016-03-15
55513044 2016-08-05
181859519 2016-05-13
104445033 2015-06-13
106926583 2016-08-22
142452631 2015-10-22
145818846 2016-10-08
86919998 2015-07-02
112377508 2016-06-04
120215671 2016-02-21
168014571 2015-09-02
145370414 2015-09-04
169378757 2015-12-09
195029697 2016-05-25
89322352 2015-08-16
104681735 2016-09-04
189214933 2016-03-02
171473142 2016-04-12
88974379 2016-06-08
115199895 2016-06-27
120305599 2015-10-22
72635613 2015-06-24
198503543 2015-06-15
86430424 2016-02-07
154869963 2016-03-28
96855312 2015-09-26
187070929 2016-09-26
161307041 2015-09-03
199057484 2016-05-25
93302900 2016-05-24
162922533 2015-08-03
74401119 2016-02-10
182122564 2015-08-10
100531163 2015-06-28
84425021 2015-10-20
172070876 2015-10-26
133584878 2015-06-15
110721092 2016-06-01
164607800 2015-12-23
145900187 2016-09-25
172225286 2016-08-15
90048018 2016-08-28
157863395 2015-08-19
63912931 2015-11-17
124706648 2016-01-13
60870652 2016-10-10
120404139 2015-08-19
181128042 2015-08-12
128368424 2016-03-09
123383372 2016-03-19
64729214 2016-08-26
66751521 2016-05-07
176606202 2016-09-27
142459322 2016-01-21
112345300 2016-05-20
197406037 2015-06-12
64450699 2015-08-20
115810753 2016-07-30
161617340 2016-07-18
77681159 2016-05-13
92719756 2015-08-12
71383021 2016-08-23
137655915 2015-06-12
78854424 2016-08-22
134709475 2015-12-21
75603781 2015-06-17
53979072 2016-09-20
162614357 2016-02-11
104248741 2016-04-06
60122545 2015-06-13
74521687 2015-06-26
167469068 2015-09-25
145597428 2015-06-18
196740023 2015-09-24
107900816 2016-05-29
178288277 2016-03-16
123823327 2016-01-23
101051042 2015-07-12
186711007 2016-05-07
179303601 2016-03-17
99418853 2015-06-12
85588253 2015-08-16
126752891 2015-07-03
107409916 2016-09-26
164596300 2015-07-15
168523350 2016-08-26
121015300 2016-06-14
191808330 2016-04-03
70117922 2016-03-14
105111233 2016-01-12
180806538 2016-10-03
118831038 2016-04-18
109016153 2016-05-12
140888861 2016-04-04
147714652 2016-04-05
103665926 2016-03-01
60485698 2016-09-21
93179938 2016-07-05
138644514 2015-06-14
59350196 2015-10-06
128540047 2016-03-19
171569234 2015-07-03
148474561 2016-10-02
179245497 2015-09-02
169280568 2016-05-16
97819337 2016-06-14
147425493 2016-06-21
91910914 2015-06-14
59923517 2015-08-11
115859623 2016-10-02
147407161 2015-11-29
66049504 2016-08-21
83600064 2015-06-17
88181148 2015-07-29
96780636 2015-07-31
139546066 2016-01-07
93371641 2015-06-11
133575102 2016-10-05
170143969 2015-11-23
